city,street,house_number,neighbourhood,lat,lng
באר שבע,אבן עזרא,27,שכונת ד,31.270308,34.785909
באר שבע,אבן עזרא,38,שכונת ד,31.270477,34.784636
באר שבע,אבן עזרא,10,שכונת ד,31.270823,34.786631
באר שבע,אבן עזרא,8,שכונת ד,31.270826,34.786777
באר שבע,אבן עזרא,41,שכונת ד,31.270020,34.785817
באר שבע,אבן עזרא,89,שכונת ד,31.269855,34.783055
באר שבע,אבן עזרא,91,שכונת ד,31.269960,34.782854
באר שבע,אבן עזרא,87,שכונת ד,31.269989,34.783221
באר שבע,אבן עזרא,13,שכונת ד,31.270484,34.786586
באר שבע,אבן עזרא,59,שכונת ד,31.270215,34.785364
באר שבע,אבן עזרא,35,שכונת ד,31.270052,34.786128
באר שבע,אבן עזרא,73,שכונת ד,31.270103,34.784555
באר שבע,אבן עזרא,77,שכונת ד,31.270084,34.784363
באר שבע,אבן עזרא,9,שכונת ד,31.270598,34.786811
באר שבע,אבן עזרא,5,שכונת ד,31.270595,34.787058
באר שבע,אבן עזרא,20,שכונת ד,31.270692,34.786139
באר שבע,אבן עזרא,31,שכונת ד,31.270290,34.785703
באר שבע,אבן עזרא,65,שכונת ד,31.270168,34.784967
באר שבע,אבן שפרוט,9,שכונת נאות לון,31.251010,34.763223
באר שבע,אבן שפרוט,10,שכונת נאות לון,31.251481,34.763341
באר שבע,אבן שפרוט,7,שכונת נאות לון,31.250880,34.763326
באר שבע,אבנר,17,שכונת ו,31.261114,34.777230
באר שבע,אבנר,25,שכונת ו,31.261131,34.777916
באר שבע,אברהם אבן שושן,105,שכונת נאות לון,31.246316,34.757646
באר שבע,אברהם אבן שושן,115,שכונת נאות לון,31.246855,34.757458
באר שבע,אברהם אבן שושן,48,שכונת נאות לון,31.245123,34.758841
באר שבע,אברהם אבן שושן,47,שכונת נאות לון,31.243013,34.759594
באר שבע,אברהם אבן שושן,60,שכונת נאות לון,31.246903,34.757810
באר שבע,אברהם אבן שושן,64,שכונת נאות לון,31.247097,34.757731
באר שבע,אברהם אבן שושן,62,שכונת נאות לון,31.246978,34.757815
באר שבע,אברהם אבן שושן,107,שכונת נאות לון,31.246363,34.757652
באר שבע,אברהם אבן שושן,70,שכונת נאות לון,31.247312,34.757826
באר שבע,אברהם אבן שושן,99,שכונת נאות לון,31.245971,34.757874
באר שבע,אברהם אבן שושן,61,שכונת נאות לון,31.243924,34.759184
באר שבע,אברהם אבן שושן,111,שכונת נאות לון,31.246613,34.757520
באר שבע,אברהם אבן שושן,103,שכונת נאות לון,31.246187,34.757758
באר שבע,אברהם אבן שושן,7,שכונת נאות לון,31.243125,34.762269
באר שבע,אברהם אבן שושן,24,שכונת נאות לון,31.243317,34.760551
באר שבע,אברהם אבן שושן,72,שכונת נאות לון,31.247461,34.757877
באר שבע,אברהם אבן שושן,63,שכונת נאות לון,31.243948,34.759069
באר שבע,אברהם אבן שושן,26,שכונת נאות לון,31.243386,34.760383
באר שבע,אברהם אבן שושן,21,שכונת נאות לון,31.242933,34.761393
באר שבע,אברהם אבן שושן,68,שכונת נאות לון,31.247305,34.757748
באר שבע,אברהם אבן שושן,56,שכונת נאות לון,31.246174,34.758216
באר שבע,אברהם אבן שושן,19,שכונת נאות לון,31.242972,34.761499
באר שבע,אברהם אבן שושן,79,שכונת נאות לון,31.244802,34.758549
באר שבע,אברהם אבן שושן,43,שכונת נאות לון,31.243259,34.759987
באר שבע,אברהם אבן שושן,59,שכונת נאות לון,31.243647,34.759260
באר שבע,אברבנאל,8,שכונת יא,31.254760,34.770365
באר שבע,אברבנאל,2,שכונת יא,31.254250,34.771472
באר שבע,אברבנאל,40,שכונת יא,31.255291,34.767192
באר שבע,אברהם אבינו,22,שכונת ד,31.264596,34.793817
באר שבע,אברהם אבינו,18,שכונת ד,31.264399,34.793819
באר שבע,אברהם אבינו,10,שכונת ד,31.263200,34.793809
באר שבע,אברהם אבינו,31,שכונת ד,31.264872,34.793453
באר שבע,אברהם אבינו,28,שכונת ד,31.265512,34.793871
באר שבע,אברהם אבינו,3,שכונת ד,31.262262,34.793818
באר שבע,אברהם אבינו,39,שכונת ד,31.266174,34.793244
באר שבע,אברהם אבינו,34,שכונת ד,31.266415,34.793728
באר שבע,אברהם אבינו,9,שכונת ד,31.262734,34.793413
באר שבע,אברהם אבינו,50,שכונת ד,31.268739,34.793887
באר שבע,אברהם אבינו,13,שכונת ד,31.262990,34.793412
באר שבע,אברהם אבינו,62,שכונת ד,31.269874,34.795930
באר שבע,אברהם אבינו,33,שכונת ד,31.265376,34.793416
באר שבע,אברהם אבינו,49,שכונת ד,31.266957,34.792710
באר שבע,אברהם אבינו,16,שכונת ד,31.264298,34.793782
באר שבע,אברהם אבינו,2,שכונת ד,31.262219,34.794598
באר שבע,אברהם אבינו,42,שכונת ד,31.267659,34.792954
באר שבע,אברהם אבינו,38,שכונת ד,31.267410,34.792997
באר שבע,אברהם אבינו,23,שכונת ד,31.263661,34.793467
באר שבע,אברהם אבינו,20,שכונת ד,31.264508,34.793779
באר שבע,אברהם אבינו,79,שכונת ד,31.269101,34.793548
באר שבע,אברהם אבינו,64,שכונת ד,31.269743,34.796604
באר שבע,אברהם אבינו,40,שכונת ד,31.267124,34.793661
באר שבע,אברהם אבינו,1,שכונת ד,31.262018,34.793893
באר שבע,אברהם אבינו,87,שכונת ד,31.269424,34.793802
באר שבע,אברהם אבינו,8,שכונת ד,31.262876,34.793995
באר שבע,אברהם אבינו,63,שכונת ד,31.268118,34.792767
באר שבע,אברהם אבינו,46,שכונת ד,31.268123,34.793403
באר שבע,אברהם אבינו,60,שכונת ד,31.269771,34.795559
באר שבע,אברהם אבינו,71,שכונת ד,31.268604,34.793072
באר שבע,אברהם אבינו,36,שכונת ד,31.266693,34.793698
באר שבע,אברהם אבינו,45,שכונת ד,31.266710,34.793012
באר שבע,אברהם אבינו,52,שכונת ד,31.269089,34.794092
באר שבע,אברהם אבינו,6,שכונת ד,31.262652,34.793954
באר שבע,אברהם אבינו,95,שכונת ד,31.270314,34.795624
באר שבע,אברהם אבינו,48,שכונת ד,31.268511,34.793611
באר שבע,אברהם אבינו,32,שכונת ד,31.266241,34.793719
באר שבע,שרגא אברמסון,8,שכונת רמות הרכס,31.276970,34.798342
באר שבע,שרגא אברמסון,12,שכונת רמות הרכס,31.276887,34.798788
באר שבע,שרגא אברמסון,10,שכונת רמות הרכס,31.277161,34.798647
באר שבע,שרגא אברמסון,14,שכונת רמות הרכס,31.277009,34.799012
באר שבע,שרגא אברמסון,4,,31.276766,34.798243
באר שבע,שרגא אברמסון,2,שכונת רמות הרכס,31.276929,34.798082
באר שבע,שרגא אברמסון,16,שכונת רמות הרכס,31.277207,34.799000
באר שבע,שרגא אברמסון,6,שכונת רמות הרכס,31.276797,34.798493
באר שבע,שרגא אברמסון,15,שכונת רמות הרכס,31.277806,34.797759
באר שבע,שרגא אברמסון,7,שכונת רמות הרכס,31.277555,34.797787
באר שבע,שרגא אברמסון,9,שכונת רמות הרכס,31.277666,34.798134
באר שבע,שרגא אברמסון,3,שכונת רמות הרכס,31.277355,34.798059
באר שבע,אבשלום,40,שכונת נווה מנחם,31.267172,34.767321
באר שבע,אבשלום,16,שכונת נווה מנחם,31.265479,34.766193
באר שבע,אבשלום,36,שכונת נווה מנחם,31.266878,34.767793
באר שבע,אבשלום,39,שכונת נווה מנחם,31.266408,34.766856
באר שבע,אבשלום,61,שכונת נווה מנחם,31.267453,34.766824
באר שבע,אבשלום,57,שכונת נווה מנחם,31.267262,34.766912
באר שבע,אבשלום,33,שכונת נווה מנחם,31.266245,34.766542
באר שבע,אבשלום,30,שכונת נווה מנחם,31.266396,34.767526
באר שבע,אבשלום,3,שכונת נווה מנחם,31.265954,34.765071
באר שבע,אבשלום,12,שכונת נווה מנחם,31.265250,34.765715
באר שבע,אבשלום,44,שכונת נווה מנחם,31.267339,34.767690
באר שבע,אבשלום,28,שכונת נווה מנחם,31.266252,34.767314
באר שבע,אבשלום,1,שכונת נווה מנחם,31.265943,34.764979
באר שבע,אבשלום,60,שכונת נווה מנחם,31.268421,34.767075
באר שבע,אבשלום,58,שכונת נווה מנחם,31.268093,34.767249
באר שבע,אבשלום,64,שכונת נווה מנחם,31.268231,34.766787
באר שבע,אבשלום,49,שכונת נווה מנחם,31.266922,34.767146
באר שבע,אבשלום,24,שכונת נווה מנחם,31.266036,34.766883
באר שבע,אבשלום,56,שכונת נווה מנחם,31.267947,34.767174
באר שבע,אבשלום,52,שכונת נווה מנחם,31.267679,34.767177
באר שבע,אבשלום,54,שכונת נווה מנחם,31.267925,34.766941
באר שבע,אבשלום,48,שכונת נווה מנחם,31.267617,34.767534
באר שבע,אבשלום,26,שכונת נווה מנחם,31.266115,34.767105
באר שבע,אבשלום,6,שכונת נווה מנחם,31.265440,34.765139
באר שבע,אבשלום,34,שכונת נווה מנחם,31.266852,34.767504
באר שבע,אבשלום,50,שכונת נווה מנחם,31.267802,34.767429
באר שבע,אבשלום,29,שכונת נווה מנחם,31.266097,34.766386
באר שבע,אבשלום,38,שכונת נווה מנחם,31.267021,34.767873
באר שבע,אבשלום,20,שכונת נווה מנחם,31.265765,34.766605
באר שבע,אבשלום,55,שכונת נווה מנחם,31.267221,34.766971
באר שבע,אבשלום,18,שכונת נווה מנחם,31.265624,34.766397
באר שבע,אבשלום,32,שכונת נווה מנחם,31.266561,34.767643
באר שבע,אבשלום,62,שכונת נווה מנחם,31.268383,34.766859
באר שבע,אבשלום,14,שכונת נווה מנחם,31.265423,34.765955
באר שבע,אבשלום,46,שכונת נווה מנחם,31.267514,34.767360
באר שבע,אבשלום,22,שכונת נווה מנחם,31.265943,34.766747
באר שבע,אבשלום,42,שכונת נווה מנחם,31.267289,34.767466
באר שבע,אבשלום,19,שכונת נווה מנחם,31.265725,34.765914
באר שבע,אבשלום,31,שכונת נווה מנחם,31.266158,34.766551
באר שבע,אבשלום,41,שכונת נווה מנחם,31.266419,34.766941
באר שבע,"אג""ן",2,שכונת ו,31.267598,34.777530
באר שבע,"אג""ן",3,שכונת ו,31.267275,34.777263
באר שבע,"אג""ן",1,שכונת ו,31.267459,34.777387
באר שבע,"אג""ן",4,שכונת ו,31.267654,34.777763
באר שבע,אגוז,12,שכונת נווה מנחם,31.265018,34.761960
באר שבע,אגוז,24,שכונת נווה מנחם,31.264525,34.761413
באר שבע,אגוז,30,שכונת נווה מנחם,31.264301,34.761224
באר שבע,אגוז,10,שכונת נווה מנחם,31.265134,34.762067
באר שבע,אגוז,15,שכונת נווה מנחם,31.264700,34.762072
באר שבע,אגוז,29,שכונת נווה מנחם,31.264173,34.761501
באר שבע,אגוז,9,שכונת נווה מנחם,31.264979,34.762373
באר שבע,אדלר,15,שכונת ו,31.266841,34.769518
באר שבע,אדלר,11,שכונת ו,31.266700,34.769668
באר שבע,אדלר,8,שכונת ו,31.266759,34.770056
באר שבע,ידידיה אדמון,25,שכונת נחל בקע,31.219819,34.772988
באר שבע,ידידיה אדמון,47,שכונת נחל בקע,31.220402,34.772073
באר שבע,ידידיה אדמון,26,שכונת נחל בקע,31.220720,34.772293
באר שבע,ידידיה אדמון,4,שכונת נחל בקע,31.219322,34.774029
באר שבע,ידידיה אדמון,40,שכונת נחל בקע,31.221421,34.771423
באר שבע,יוחנן אהרוני,8,שכונת רמות,31.274336,34.806037
באר שבע,יוחנן אהרוני,9,שכונת רמות,31.275113,34.806414
באר שבע,יוחנן אהרוני,10,שכונת רמות,31.274393,34.806126
באר שבע,אהרונסון,32,שכונת נווה מנחם,31.267175,34.760814
באר שבע,אהרונסון,44,שכונת נווה מנחם,31.267408,34.760065
באר שבע,אהרונסון,37,שכונת נווה מנחם,31.266926,34.760275
באר שבע,אהרונסון,6,שכונת נווה מנחם,31.266402,34.762418
באר שבע,אהרונסון,50,שכונת נווה מנחם,31.267989,34.759772
באר שבע,אהרונסון,16,שכונת נווה מנחם,31.267072,34.761361
באר שבע,אהרונסון,28,שכונת נווה מנחם,31.267003,34.760658
באר שבע,אהרונסון,8,שכונת נווה מנחם,31.266619,34.762157
באר שבע,אהרונסון,12,שכונת נווה מנחם,31.266858,34.761740
באר שבע,אהרונסון,4,שכונת נווה מנחם,31.266139,34.762830
באר שבע,אהרונסון,49,שכונת נווה מנחם,31.267240,34.759640
באר שבע,אהרונסון,2,שכונת נווה מנחם,31.265817,34.762609
באר שבע,אהרונסון,58,שכונת נווה מנחם,31.267758,34.759534
באר שבע,אהרונסון,14,שכונת נווה מנחם,31.266943,34.761563
באר שבע,אהרונסון,10,שכונת נווה מנחם,31.266740,34.761940
באר שבע,אהרונסון,38,שכונת נווה מנחם,31.267478,34.760614
באר שבע,אהרונסון,34,שכונת נווה מנחם,31.267360,34.760857
באר שבע,אהרונסון,18,שכונת נווה מנחם,31.266949,34.761151
באר שבע,אהרונסון,22,שכונת נווה מנחם,31.266678,34.761176
באר שבע,אהרונסון,24,שכונת נווה מנחם,31.267200,34.760365
באר שבע,אהרונסון,20,שכונת נווה מנחם,31.266808,34.760988
באר שבע,אהרונסון,30,שכונת נווה מנחם,31.267108,34.760757
באר שבע,אהרונסון,26,שכונת נווה מנחם,31.267093,34.760481
באר שבע,אהרונסון,17,שכונת נווה מנחם,31.266030,34.761542
באר שבע,אהרונסון,25,שכונת נווה מנחם,31.266251,34.761199
באר שבע,אהרונסון,9,שכונת נווה מנחם,31.265812,34.761861
באר שבע,אהרונסון,54,שכונת נווה מנחם,31.267967,34.759558
באר שבע,אהרונסון,23,שכונת נווה מנחם,31.266240,34.761279
באר שבע,אהרונסון,47,שכונת נווה מנחם,31.267203,34.759850
באר שבע,אהרונסון,13,שכונת נווה מנחם,31.265937,34.761712
באר שבע,אוכמנית,29,שכונת נווה נוי,31.230822,34.782588
באר שבע,אוכמנית,44,שכונת נווה זאב,31.231752,34.782471
באר שבע,אוכמנית,51,שכונת נווה נוי,31.231647,34.782153
באר שבע,אוכמנית,11,שכונת נווה נוי,31.230350,34.783449
באר שבע,אוכמנית,57,שכונת נווה נוי,31.231875,34.782096
באר שבע,אוכמנית,47,שכונת נווה נוי,31.231429,34.782180
באר שבע,פרנץ אולנדורף,10,שכונת רמות,31.275740,34.805572
באר שבע,פרנץ אולנדורף,4,שכונת רמות,31.275069,34.804979
באר שבע,יצחק אולשן,4,שכונת ו,31.268521,34.774997
באר שבע,יצחק אולשן,28,שכונת ו,31.269422,34.774271
באר שבע,יצחק אולשן,16,שכונת ו,31.269147,34.774610
באר שבע,יצחק אולשן,14,שכונת ו,31.268872,34.774762
באר שבע,יצחק אולשן,1,שכונת ו,31.268261,34.774775
באר שבע,יצחק אולשן,17,,31.269144,34.774259
באר שבע,אוסישקין,2,שכונת א,31.249491,34.792451
באר שבע,אוסישקין,18,שכונת א,31.251145,34.792997
באר שבע,אוסישקין,20,שכונת א,31.251331,34.793219
באר שבע,אוסישקין,14,שכונת א,31.250797,34.792700
באר שבע,אוסישקין,4,שכונת א,31.249720,34.792355
באר שבע,אוסישקין,22,שכונת א,31.251502,34.793397
באר שבע,אוסישקין,12,שכונת א,31.250610,34.792612
באר שבע,אוסישקין,10,שכונת א,31.250408,34.792474
באר שבע,אופירה,32,שכונת ט,31.245013,34.771847
באר שבע,אופירה,34,שכונת ט,31.245006,34.771466
באר שבע,אופירה,24,שכונת ט,31.244580,34.771275
באר שבע,אופירה,20,שכונת ט,31.244445,34.771181
באר שבע,אופירה,16,שכונת ט,31.244305,34.771086
באר שבע,אופירה,10,שכונת ט,31.244032,34.771032
באר שבע,אופירה,5,שכונת ט,31.243721,34.771032
באר שבע,אפרים אורבך,25,שכונת נאות לון,31.246921,34.758260
באר שבע,אפרים אורבך,17,שכונת נאות לון,31.247417,34.758646
באר שבע,אפרים אורבך,1,שכונת נאות לון,31.248252,34.759997
באר שבע,אורות ישראל,9,שכונת נווה זאב,31.236467,34.764145
באר שבע,אורות ישראל,1,שכונת נווה זאב,31.236191,34.764373
באר שבע,אורות ישראל,52,שכונת נווה זאב,31.235792,34.763011
באר שבע,אורות ישראל,48,שכונת נווה זאב,31.235693,34.762715
באר שבע,אורות ישראל,61,שכונת נווה זאב,31.236257,34.763281
באר שבע,אורות ישראל,25,שכונת נווה זאב,31.236407,34.762826
באר שבע,אורות ישראל,23,שכונת נווה זאב,31.236453,34.762957
באר שבע,יעקב אורלנד,6,שכונת נאות לון,31.248446,34.756700
באר שבע,יעקב אורלנד,5,שכונת נאות לון,31.248209,34.756826
באר שבע,יעקב אורלנד,7,שכונת נאות לון,31.248077,34.756722
באר שבע,אורן,5,שכונת נווה נוי,31.231320,34.784196
באר שבע,אורן,17,שכונת נווה נוי,31.231597,34.783661
באר שבע,אחאב,2,שכונת ו,31.263596,34.783604
באר שבע,אחאב,1,שכונת ו,31.263699,34.783945
באר שבע,אחאב,6,שכונת ו,31.263334,34.783807
באר שבע,אחאב,4,שכונת ו,31.263501,34.783726
באר שבע,אחד העם,3,שכונת א,31.247973,34.793032
באר שבע,אחד העם,21,שכונת א,31.246803,34.791455
באר שבע,אחד העם,8,שכונת א,31.247192,34.791323
באר שבע,אחד העם,4,שכונת א,31.247904,34.792660
באר שבע,אחד העם,15,שכונת א,31.247155,34.791900
באר שבע,אחד העם,6,שכונת א,31.247501,34.792134
באר שבע,אחד העם,9,שכונת א,31.247490,34.792580
באר שבע,אחד העם,5,שכונת א,31.247829,34.792883
באר שבע,אחזיה,16,שכונת ו,31.265124,34.785315
באר שבע,אחזיה,3,שכונת ו,31.264419,34.785075
באר שבע,אחזיה,10,שכונת ו,31.265020,34.785797
באר שבע,אחזיה,5,שכונת ו,31.264608,34.785114
באר שבע,אחזיה,4,שכונת ו,31.264634,34.785552
באר שבע,אחזיה,9,שכונת ו,31.264892,34.785297
באר שבע,אחזיה,14,שכונת ו,31.265156,34.785533
באר שבע,אחזיה,12,שכונת ד,31.265196,34.785788
באר שבע,אחזיה,7,שכונת ו,31.264784,34.785159
באר שבע,אחזיה,8,שכונת ו,31.264850,34.785844
באר שבע,אחזיה,6,שכונת ו,31.264678,34.785730
באר שבע,אחינועם,10,שכונת נווה מנחם,31.268881,34.762092
באר שבע,אטד,28,שכונת נווה נוי,31.229256,34.789280
באר שבע,אטד,98,שכונת נווה נוי,31.230585,34.781849
באר שבע,אטד,101,שכונת נווה נוי,31.230279,34.779519
באר שבע,אטד,48,שכונת נווה נוי,31.229551,34.787439
באר שבע,אטד,40,שכונת נווה נוי,31.229396,34.788300
באר שבע,אטד,32,שכונת נווה נוי,31.229313,34.789040
באר שבע,אטד,93,שכונת נווה נוי,31.230271,34.780503
באר שבע,אטד,12,שכונת נווה נוי,31.229424,34.790736
באר שבע,אטד,91,שכונת נווה נוי,31.230254,34.780722
באר שבע,אטד,3,שכונת נווה נוי,31.229205,34.791131
באר שבע,אטד,86,שכונת נווה נוי,31.230298,34.782893
באר שבע,אטד,21,שכונת נווה נוי,31.229013,34.789654
באר שבע,אטד,80,שכונת נווה נוי,31.230040,34.783424
באר שבע,אטד,53,שכונת נווה נוי,31.229396,34.787160
באר שבע,אטד,90,שכונת נווה נוי,31.230442,34.782534
באר שבע,אטד,94,שכונת נווה נוי,31.230520,34.782197
באר שבע,אטד,31,שכונת נווה נוי,31.228988,34.788804
באר שבע,אטד,16,שכונת נווה נוי,31.229323,34.790320
באר שבע,אטד,42,שכונת נווה נוי,31.229412,34.788210
באר שבע,איבצן,26,שכונת ו,31.263792,34.777661
באר שבע,איבצן,13,שכונת ו,31.263327,34.777388
באר שבע,איבצן,3,שכונת ו,31.262828,34.777562
באר שבע,איבצן,22,שכונת ו,31.263648,34.777827
באר שבע,איבצן,24,שכונת ו,31.263724,34.777707
באר שבע,איבצן,8,שכונת ו,31.263120,34.778001
באר שבע,איבצן,7,שכונת ו,31.263016,34.777490
באר שבע,איבצן,15,שכונת ו,31.263390,34.777333
באר שבע,איבצן,5,שכונת ו,31.262944,34.777553
באר שבע,אייזנשטדט,28,שכונת רמות,31.277165,34.823073
באר שבע,אייזנשטדט,2,שכונת רמות,31.276270,34.823752
באר שבע,אייזנשטדט,10,שכונת רמות,31.276623,34.824354
באר שבע,איילת השחר,28,שכונת נווה זאב,31.237086,34.765063
באר שבע,איילת השחר,8,שכונת נווה זאב,31.236357,34.764797
